Inicializando sensores...
Novo Neutro - Servo posicionado para PWM: 1370 - Ângulo: 37
Teste interrompido. Servo na posição mínima.
Teste iniciado.
1420,34.25,42,3225.00,02:00
1450,34.75,45,3122.00,02:01
1470,34.00,47,3127.00,02:01
1500,34.25,50,3337.00,02:01
1520,34.25,52,3110.00,02:01
1550,34.75,55,3139.00,02:02
1570,34.75,57,3135.00,02:02
1600,34.75,60,3103.00,02:02
1580,34.50,58,3158.00,02:02
1550,34.50,55,3101.00,02:03
1530,34.00,53,3297.00,02:03
1500,34.75,50,3677.00,02:03
1480,34.75,48,3456.00,02:03
1450,34.75,45,3206.00,02:04
1430,34.75,43,3271.00,02:04
1400,35.00,40,3527.00,02:04
1380,34.75,38,3802.00,02:04
1350,34.75,35,3196.00,02:05
1330,34.75,33,3199.00,02:05
1300,34.75,30,3248.00,02:05
1280,34.75,28,3479.00,02:05
1250,34.75,25,3682.00,02:06
1230,34.75,23,3200.00,02:06
1200,34.75,20,3202.00,02:06
1170,34.75,17,3247.00,02:07
1150,35.00,15,3344.00,02:07
1160,34.50,16,3168.00,02:07
1180,35.00,18,3250.00,02:07
1210,35.00,21,3093.00,02:08
1230,34.50,23,3181.00,02:08
1260,34.25,26,3065.00,02:08
1280,35.00,28,3141.00,02:08
1310,35.00,31,3154.00,02:09
1330,34.75,33,3150.00,02:09
1360,34.00,36,3107.00,02:09
1380,34.50,38,3334.00,02:09
1410,35.00,41,3123.00,02:10
1430,34.75,43,3089.00,02:10
1460,34.75,46,3270.00,02:10
1480,35.00,48,3152.00,02:10
1510,35.25,51,3105.00,02:11
1530,35.00,53,3197.00,02:11
1560,35.25,56,3091.00,02:11
1580,34.75,58,3151.00,02:11
1590,35.25,59,3285.00,02:12
1570,35.00,57,3173.00,02:12
1540,35.00,54,3194.00,02:12
1520,35.25,52,3243.00,02:12
1490,35.25,49,3653.00,02:13
1470,34.75,47,3443.00,02:13
1440,35.25,44,3194.00,02:13
1420,35.25,42,3227.00,02:13
1390,35.25,39,3422.00,02:14
1370,35.00,37,3662.00,02:14
1340,35.25,34,3285.00,02:14
1320,35.25,32,3176.00,02:14
1290,35.25,29,3236.00,02:15
1270,35.25,27,3303.00,02:15
1240,35.00,24,3778.00,02:15
1220,35.25,22,3367.00,02:15
1190,34.75,19,3066.00,02:16
1170,35.00,17,3234.00,02:16
1140,35.25,14,3603.00,02:16
1160,35.25,16,3143.00,02:16
1190,34.75,19,3282.00,02:17
1210,35.25,21,3152.00,02:17
1240,35.25,24,3146.00,02:17
1260,35.25,26,3365.00,02:17
1290,35.25,29,3141.00,02:18
1310,35.25,31,3158.00,02:18
1340,35.50,34,3344.00,02:18
1360,35.50,36,3132.00,02:18
1390,35.25,39,3143.00,02:19
1420,35.50,42,3175.00,02:19
1440,35.00,44,3135.00,02:19
