sep=,
Make,Model,Modulation,Weight (g),L (mm),C (mm),A (mm),TensãoTorque1,Torque1 (kgf.cm),TensãoTorque2,Torque2 (kgf.cm),TensãoTorque3,Torque3 (kgf.cm),TensãoTorque4,Torque4 (kgf.cm),TensãoTorque5,Torque5 (kgf.cm),TensãoSpeed1,Speed1 (°/s),TensãoSpeed2,Speed2 (°/s),TensãoSpeed3,Speed3 (°/s),TensãoSpeed4,Speed4 (°/s),TensãoSpeed5,Speed5 (°/s),Motor Type,Rotation,Gear Material,Typical Price
FeeTech,FS4351M*,Digital,30.05,35.31,14.99,30.23,4.8,3.51,6.0,4.31,,,,,,,4.8,750.00,6.0,1000.00,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FS4361M*,Digital,30.05,35.31,14.99,30.23,4.8,5.11,6.0,6.31,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FS5103B,Analog,36.00,40.89,20.07,38.10,4.8,3.00,6.0,3.20,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Plastic,$45.99
FeeTech,FS5103R,Analog,36.00,40.89,20.07,38.10,4.8,3.00,6.0,3.20,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Plastic,-
FeeTech,FS5106B,Analog,39.97,40.89,20.07,38.10,4.8,5.01,6.0,6.01,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Plastic,-
FeeTech,FS5106M,Analog,51.88,40.89,20.07,38.10,4.8,6.01,6.0,7.51,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS5106R,Analog,39.97,40.89,20.07,38.10,4.8,5.01,6.0,6.01,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Plastic,-
FeeTech,FS5109M,Analog,56.13,40.89,20.07,38.10,4.8,9.02,6.0,10.22,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS5109R,Analog,56.13,40.89,20.07,38.10,4.8,9.02,6.0,10.22,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS5113M,Analog,56.13,40.89,20.07,38.10,4.8,12.52,6.0,14.03,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS5113R,Analog,56.13,40.89,20.07,38.10,4.8,12.52,6.0,14.03,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS5115M,Analog,56.13,40.89,20.07,38.10,4.8,14.03,6.0,15.52,,,,,,,4.8,333.33,6.0,375.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS6530M*,Analog,136.93,59.44,29.21,49.53,4.8,24.54,6.0,30.15,,,,,,,4.8,240.00,6.0,300.00,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FS90,Analog,9.07,23.11,12.45,22.10,4.8,1.30,,,,,,,,,4.8,500.00,,,,,,,,,Brushed,Bushing,Plastic,-
FeeTech,FS90MG,Analog,140.05,23.11,12.45,22.10,4.8,1.50,6.0,1.80,,,,,,,4.8,500.00,6.0,600.00,,,,,,,Brushed,Bushing,Metal,-
FeeTech,FS90R,Analog,9.07,23.11,12.45,22.10,4.8,1.30,,,,,,,,,4.8,500.00,,,,,,,,,Brushed,Bushing,Plastic,$14.89
FeeTech,FS9257*,Analog,24.95,36.07,15.24,28.96,4.8,2.00,6.0,2.20,,,,,,,4.8,666.67,6.0,857.14,,,,,,,Brushed,Dual Bearings,Plastic,-
FeeTech,FS9257D*,Digital,24.95,36.32,15.24,28.96,4.8,2.00,6.0,2.20,,,,,,,4.8,750.00,6.0,857.14,,,,,,,Coreless,Dual Bearings,Plastic,-
FeeTech,FS9257DM*,Digital,26.93,36.32,15.24,28.96,4.8,2.00,6.0,2.20,,,,,,,4.8,750.00,6.0,857.14,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FS9357D*,Digital,26.93,36.32,15.24,28.96,4.8,3.31,6.0,3.81,,,,,,,4.8,750.00,6.0,857.14,,,,,,,Coreless,Dual Bearings,Plastic,-
FeeTech,FT2311M*,Digital,13.89,23.11,12.19,25.65,4.8,1.00,6.0,1.20,,,,,,,4.8,600.00,6.0,750.00,,,,,,,Brushed,Single Bearing,Metal,-
FeeTech,FT2312M*,Digital,13.89,23.11,12.19,25.65,4.8,1.20,6.0,1.50,,,,,,,4.8,500.00,6.0,600.00,,,,,,,Brushed,Single Bearing,Metal,-
FeeTech,FT2331M,Digital,20.13,23.11,12.19,26.42,4.8,3.00,6.0,3.51,,,,,,,4.8,666.67,6.0,857.14,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT4311M*,Digital,28.92,35.31,15.24,29.46,4.8,2.10,6.0,2.30,,,,,,,4.8,750.00,6.0,1200.00,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT4321M*,Digital,28.92,35.31,15.24,29.46,4.8,2.20,6.0,2.61,,,,,,,4.8,545.45,6.0,666.67,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,FT5118M,Digital,64.92,40.13,20.07,38.86,6.0,17.51,,,,,,,,,6.0,352.94,,,,,,,,,Cored,Dual Bearings,Steel,$47.99
Feetech,FT5320M,Digital,66.90,55.12,20.07,42.93,7.4,20.00,,,,,,,,,7.4,400.00,,,,,,,,,Cored,Dual Bearings,Metal,$15.41
Feetech,FT5325M,Digital,66.90,55.12,20.07,42.93,7.4,25.01,,,,,,,,,7.4,400.00,,,,,,,,,Cored,Dual Bearings,Steel,$44.99
Feetech,FT5330M,Digital,66.90,55.12,20.07,42.93,7.4,35.51,,,,,,,,,7.4,315.79,7.4,315.79,,,,,,,Cored,Dual Bearings,Steel,$21.50
Feetech,FT5420M,Digital,60.67,40.64,20.07,26.67,8.4,22.50,,,,,,,,,8.4,600.00,,,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,FT5425BL,Digital,67.47,40.64,20.07,29.97,8.4,28.51,,,,,,,,,8.4,750.00,,,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT5478M,Digital,41.67,40.64,20.07,26.67,8.4,22.50,,,,,,,,,8.4,545.45,8.4,545.45,,,,,,,Cored,Dual Bearings,Metal,-
FeeTech,FT5478M*,Digital,51.03,40.13,20.07,28.45,4.8,7.51,6.0,9.02,,,,,,,4.8,500.00,6.0,666.67,,,,,,,Brushed,Dual Bearings,Metal,-
FeeTech,FT5513M*,Digital,56.13,40.13,20.07,38.61,4.8,10.56,6.0,12.50,,,,,,,4.8,428.57,6.0,500.00,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT5515M*,Digital,56.13,40.13,20.07,38.61,4.8,13.42,6.0,15.50,,,,,,,4.8,375.00,6.0,428.57,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT5519M*,Digital,56.13,40.13,20.07,38.61,4.8,15.73,6.0,18.53,,,,,,,4.8,333.33,6.0,400.00,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT5614M*,Digital,56.13,40.13,20.07,38.61,7.4,12.10,8.4,14.50,,,,,,,7.4,461.54,8.4,545.45,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT5617M*,Digital,56.13,40.13,20.07,38.61,7.4,14.80,8.4,16.90,,,,,,,7.4,428.57,8.4,500.00,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT5621M*,Digital,56.13,40.13,20.07,38.61,7.4,17.80,8.4,21.00,,,,,,,7.4,375.00,8.4,428.57,,,,,,,Coreless,Dual Bearings,Metal,-
FeeTech,FT5679M*,Digital,53.01,40.13,20.07,28.45,6.0,7.51,7.4,9.22,,,,,,,6.0,666.67,7.4,857.14,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,FT5679M,Digital,43.66,40.64,20.07,26.67,8.4,25.81,,,,,,,,,8.4,600.00,8.4,600.00,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,FT5825M,Digital,73.99,39.88,20.07,42.93,7.4,25.01,,,,,,,,,7.4,400.00,7.4,400.00,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT5830M,Digital,73.99,39.88,20.07,42.93,7.4,30.51,,,,,,,,,7.4,315.79,7.4,315.79,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT5835M,Digital,73.99,39.88,20.07,42.93,7.4,30.51,,,,,,,,,7.4,315.79,7.4,315.79,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT5910,Digital,41.39,40.13,20.07,37.59,7.4,8.00,,,,,,,,,7.4,600.00,7.4,600.00,,,,,,,Cored,Dual Bearings,Plastic,-
Feetech,FT5930M,Digital,60.95,40.13,20.07,38.86,8.4,39.51,,,,,,,,,8.4,600.00,8.4,600.00,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,FT6325M,Digital,66.90,55.12,20.07,42.93,7.4,25.01,,,,,,,,,7.4,400.00,,,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT6335M,Digital,66.90,55.12,20.07,42.93,7.4,35.51,,,,,,,,,7.4,315.79,,,,,,,,,Cored,Dual Bearings,Steel,$29.99
Feetech,FT6365M,Digital,235.30,65.02,29.97,58.42,7.4,21.50,,,,,,,,,7.4,260.87,7.4,260.87,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT7115,Digital,61.80,40.13,20.07,40.13,7.4,19.51,,,,,,,,,7.4,375.00,7.4,375.00,,,,,,,Cored,Dual Bearings,Metal,-
Feetech,FT7125,Digital,64.64,40.13,20.07,40.13,8.4,28.51,,,,,,,,,8.4,428.57,8.4,428.57,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT7135M,Digital,64.64,40.13,20.07,40.13,8.4,34.51,,,,,,,,,8.4,352.94,8.4,352.94,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT7235,Digital,64.64,40.64,36.58,20.07,8.4,34.20,,,,,,,,,8.4,600.00,8.4,600.00,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT810BL,Digital,83.91,54.36,20.07,38.86,7.4,10.00,,,,,,,,,7.4,857.14,,,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT815BL,Digital,83.91,54.36,20.07,38.86,7.4,15.01,,,,,,,,,7.4,600.00,,,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT825BL,Digital,83.91,54.36,20.07,38.86,7.4,25.01,,,,,,,,,7.4,500.00,,,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT830BL,Digital,84.48,39.88,20.07,38.86,7.4,30.01,,,,,,,,,7.4,428.57,,,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT8346M,Digital,91.57,39.88,20.07,42.93,7.4,40.01,,,,,,,,,7.4,272.73,,,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,FT835BL,Digital,77.11,39.88,20.07,36.32,8.4,40.01,,,,,,,,,8.4,461.54,,,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT846BL,Digital,91.57,39.88,20.07,38.10,7.4,40.01,,,,,,,,,7.4,400.00,,,,,,,,,Brushless,Dual Bearings,Steel,$69.00
Feetech,FT850M,Digital,72.01,39.88,20.07,36.32,8.4,55.01,,,,,,,,,8.4,600.00,8.4,600.00,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,FT860B,Digital,83.91,39.88,20.07,39.88,8.4,70.01,,,,,,,,,8.4,666.67,8.4,666.67,,,,,,,Brushless,-,Steel,-
Feetech,FT870B,Digital,78.81,39.88,20.07,39.12,,,,,,,,,,,8.4,428.57,8.4,428.57,,,,,,,Brushless,Dual Bearings,Titanium,-
Feetech,FT9025M,Digital,35.15,36.07,14.99,29.21,4.8,8.50,,,,,,,,,4.8,461.54,,,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,FT90B,Digital,10.49,32.26,12.19,30.73,3.0,1.00,4.8,1.30,6.0,1.50,,,,,3.0,375.00,4.8,500.00,6.0,666.67,,,,,Brushed,Bushing,Plastic,$5.65
Feetech,FT90R,Digital,9.07,32.26,12.19,30.73,3.0,1.00,4.8,1.30,6.0,1.50,,,,,3.0,375.00,4.8,666.67,6.0,750.00,,,,,Brushed,Bushing,Plastic,$5.95
Feetech,FT955B,Digital,94.97,43.69,22.35,39.88,8.4,50.01,,,,,,,,,8.4,500.00,8.4,500.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT965B,Digital,94.97,43.69,22.35,39.88,8.4,20.00,,,,,,,,,8.4,400.00,8.4,400.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,FT985M,Digital,195.90,58.93,28.96,55.12,,,,,,,,,,,7.4,230.77,7.4,230.77,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FT995M,Digital,187.39,65.02,29.97,48.01,7.4,22.50,,,,,,,,,7.4,222.22,7.4,222.22,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,FU8830,Digital,86.47,39.88,20.07,39.12,6.0,34.51,7.4,34.51,,,,,,,6.0,750.00,7.4,750.00,6.0,750.00,7.4,750.00,,,Brushless,Dual Bearings,Titanium,-
Feetech,HLS3606M,Digital,22.68,23.11,11.94,27.43,6.0,6.00,,,,,,,,,6.0,666.67,,,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,HLS3612M,Digital,38.27,36.07,14.99,29.21,7.4,15.01,,,,,,,,,7.4,400.00,,,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,HLS3620M,Digital,61.80,40.13,20.32,39.88,8.4,25.51,,,,,,,,,8.4,428.57,,,,,,,,,Cored,Dual Bearings,Metal,-
Feetech,HLS3625M,Digital,55.00,45.21,24.64,35.05,7.4,25.01,,,,,,,,,7.4,315.79,,,,,,,,,Cored,Dual Bearings,Metal,-
Feetech,HLS3640M,Digital,89.02,39.88,20.07,42.93,7.4,40.01,,,,,,,,,7.4,272.73,,,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,HLS3925M,Digital,61.80,40.13,20.32,39.88,12.0,25.01,,,,,,,,,12.0,333.33,,,,,,,,,Cored,Dual Bearings,Metal,-
Feetech,HLS3930M,Digital,70.59,45.21,24.64,35.05,12.0,35.01,,,,,,,,,12.0,272.73,,,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,HLS3935M,Digital,85.05,39.88,20.07,39.88,12.0,35.01,,,,,,,,,12.0,500.00,,,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,HLS3950M,Digital,74.56,45.21,24.64,35.05,12.0,50.01,,,,,,,,,12.0,461.54,,,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,HLS3955M,Digital,85.05,39.88,20.07,39.88,12.0,55.01,,,,,,,,,12.0,333.33,,,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,SCS46-C001,Digital,89.02,39.88,20.07,42.93,7.4,40.51,,,,,,,,,7.4,272.73,7.4,272.73,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,SCS46-C005,Digital,87.88,39.88,20.07,42.93,6.0,40.51,7.4,40.51,,,,,,,6.0,285.71,7.4,285.71,6.0,285.71,7.4,285.71,,,Coreless,Dual Bearings,Metal,-
Feetech,SM120BL,Digital,485.06,77.98,42.93,65.53,,,,,,,,,,,24.0,300.00,24.0,300.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM120BL-C003,Digital,485.06,77.98,42.93,65.53,,,,,,,,,,,24.0,300.00,24.0,300.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM24BL,Digital,89.58,39.88,20.07,47.75,24.0,24.01,,,,,,,,,24.0,750.00,24.0,750.00,,,,,,,-,-,Steel,-
Feetech,SM24BL,Digital,256.85,113.54,20.07,54.10,24.0,8.00,,,,,,,,,24.0,666.67,24.0,666.67,,,,,,,-,-,Steel,-
Feetech,SM260BL,Digital,455.01,77.98,42.93,65.53,,,,,,,,,,,24.0,315.79,24.0,315.79,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM2912,Digital,102.06,39.88,27.94,42.42,24.0,24.04,,,,,,,,,24.0,666.67,24.0,666.67,,,,,,,-,-,Metal,-
Feetech,SM2924,Digital,267.05,55.12,29.97,91.95,24.0,6.00,,,,,,,,,24.0,600.00,24.0,600.00,,,,,,,-,-,Steel,-
Feetech,SM2924,-,102.06,39.88,27.94,42.42,24.0,24.01,,,,,,,,,24.0,600.00,24.0,600.00,,,,,,,-,-,Metal,-
Feetech,SM30BL,Digital,96.10,39.88,27.94,39.37,12.0,14.01,,,,,,,,,12.0,352.94,12.0,352.94,,,,,,,-,-,Steel,-
Feetech,SM40BL,Digital,100.07,46.48,28.45,34.04,12.0,40.01,,,,,,,,,12.0,400.00,12.0,400.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM45BL,Digital,100.07,46.48,28.45,34.04,,,,,,,,,,,24.0,428.57,24.0,428.57,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM70BL,Digital,91.57,39.88,20.07,47.75,24.0,70.01,,,,,,,,,24.0,461.54,24.0,461.54,,,,,,,-,-,Steel,-
Feetech,SM80BL,Digital,97.52,46.48,28.45,34.04,,,,,,,,,,,12.0,375.00,12.0,375.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM80BL-C002,Digital,97.52,46.48,28.45,34.04,,,,,,,,,,,24.0,428.57,24.0,428.57,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM8524BL,Digital,214.89,61.98,34.04,46.99,,,,,,,,,,,24.0,400.00,24.0,400.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,SM8524BL-C002,Digital,214.89,61.98,34.04,46.99,,,,,,,,,,,24.0,400.00,24.0,400.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,ST3046,Digital,89.02,39.88,20.07,42.93,7.4,40.01,,,,,,,,,7.4,272.73,7.4,272.73,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,ST3215,Digital,55.00,45.21,24.64,35.05,12.0,30.01,,,,,,,,,12.0,272.73,12.0,272.73,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,STS3009BL,Digital,45.08,20.07,29.97,36.58,7.4,3.80,,,,,,,,,7.4,600.00,7.4,600.00,,,,,,,Brushless,Dual Bearings,Metal,-
Feetech,STS3025BL,Digital,89.02,39.88,20.07,39.88,12.0,40.01,,,,,,,,,12.0,500.00,12.0,500.00,,,,,,,Brushless,Dual Bearings,Steel,-
Feetech,STS3045M,Digital,34.87,36.07,14.99,29.21,6.0,6.00,,,,,,,,,6.0,461.54,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,STS3095,Digital,194.48,29.97,65.02,48.01,,,,,,,,,,,8.4,240.00,8.4,240.00,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,STS3215,Digital,55.00,45.21,24.64,35.05,6.0,19.51,,,,,,,,,6.0,250.00,,,,,,,,,Coreless,Dual Bearings,Metal,-
Feetech,STS3235,Digital,70.59,45.21,24.64,35.05,12.0,30.01,,,,,,,,,12.0,272.73,12.0,272.73,,,,,,,Cored,Dual Bearings,Steel,-
Feetech,STS3250,Digital,74.56,45.21,24.64,35.05,12.0,50.01,,,,,,,,,12.0,461.54,12.0,461.54,,,,,,,Coreless,Dual Bearings,Steel,-
Feetech,STS5420m,Digital,65.49,40.64,20.07,29.97,7.4,8.30,,,,,,,,,7.4,545.45,7.4,545.45,,,,,,,Coreless,Dual Bearings,Steel,-
Flyermate,A3.7*,Analog,3.69,20.07,8.13,17.53,4.8,0.30,6.0,0.40,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,-,-
Flyermate,A6.0*,Analog,5.95,22.10,12.45,20.07,4.8,1.20,6.0,1.80,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,-,-
Flyermate,D120*,Digital,11.91,23.11,12.45,20.07,4.8,1.60,6.0,1.80,,,,,,,4.8,375.00,6.0,500.00,,,,,,,-,-,-,-
Flyermate,D130*,Digital,13.04,23.11,12.45,20.07,4.8,1.80,6.0,2.20,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,-,-
Flyermate,D55.0*,Digital,55.00,40.89,20.07,41.40,4.8,8.80,6.0,10.00,,,,,,,4.8,400.00,6.0,461.54,,,,,,,-,-,Metal,$49.00
FMA Direct,DS300BB*,Digital,45.36,40.39,20.07,35.56,4.8,2.88,6.0,3.60,8.4,4.32,12.6,5.04,,,4.8,230.77,6.0,375.00,8.4,461.54,12.6,500.00,,,-,Dual Bearings,Plastic,$19.95
FMA Direct,DS300MBB*,Digital,56.70,40.39,20.07,35.56,4.8,2.88,6.0,3.60,,,,,,,4.8,230.77,6.0,375.00,,,,,,,-,Dual Bearings,Metal,$24.95
FMA Direct,PS100*,-,18.99,29.46,13.46,28.96,4.8,1.73,6.0,2.02,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,Bushing,Plastic,$23.95
FMA Direct,PS100B*,-,18.99,29.46,13.46,28.96,4.8,2.16,6.0,2.59,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,-,Plastic,$28.95
FMA Direct,PS105M*,-,22.11,29.46,13.46,28.96,4.8,2.16,6.0,2.59,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,-,Metal,$28.95
FMA Direct,PS105MB*,-,22.11,29.46,13.46,28.96,4.8,2.16,6.0,2.59,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,Single Bearing,Metal,$30.95
FMA Direct,PS20*,-,20.13,22.10,9.91,21.59,4.8,0.90,6.0,1.12,,,,,,,4.8,600.00,6.0,750.00,,,,,,,-,-,Plastic,$18.95
FMA Direct,PS30*,-,7.94,22.10,9.91,21.59,4.8,0.86,6.0,1.01,,,,,,,4.8,545.45,6.0,666.67,,,,,,,-,-,Plastic,$29.95
FMA Direct,PS300*,-,52.73,40.39,20.07,35.56,4.8,2.59,6.0,3.10,,,,,,,4.8,250.00,6.0,300.00,,,,,,,-,Bushing,Plastic,$13.95
FMA Direct,PS300BB*,-,52.73,40.39,20.07,35.56,4.8,2.59,6.0,3.10,,,,,,,4.8,250.00,6.0,300.00,,,,,,,-,Dual Bearings,Plastic,$16.95
FMA Direct,PS500BB*,-,58.97,40.39,20.07,40.39,4.8,4.54,6.0,5.62,,,,,,,4.8,400.00,6.0,461.54,,,,,,,-,Dual Bearings,Plastic,$29.95
FMA Direct,PS500MBB*,-,68.61,40.39,20.07,40.39,4.8,4.54,6.0,5.62,,,,,,,4.8,400.00,6.0,461.54,,,,,,,-,Dual Bearings,Metal,$33.95
FMA Direct,PS705MBB*,-,68.61,40.39,20.07,40.39,4.8,6.12,6.0,7.63,,,,,,,4.8,250.00,6.0,300.00,,,,,,,-,Dual Bearings,Metal,$33.95
FMA Direct,PS905MBB*,-,68.61,40.39,20.07,40.39,4.8,7.92,6.0,9.72,,,,,,,4.8,176.47,6.0,222.22,,,,,,,-,Dual Bearings,Metal,$33.95
FMA Direct,S100*,-,13.89,26.92,12.70,24.64,4.8,1.80,,,,,,,,,4.8,400.00,,,,,,,,,-,-,-,$21.95
FMA Direct,S200*,-,24.10,30.99,16.00,30.73,4.8,3.20,,,,,,,,,4.8,260.87,,,,,,,,,-,-,-,$21.95
FMA Direct,S300*,-,41.96,40.64,20.32,38.10,4.8,3.00,,,,,,,,,4.8,428.57,,,,,,,,,-,-,-,$10.95
FMA Direct,S301*,-,43.94,40.64,20.32,38.10,4.8,3.00,,,,,,,,,4.8,428.57,,,,,,,,,-,-,-,$14.95
FMA Direct,S350*,-,47.91,40.64,20.32,38.10,4.8,3.60,,,,,,,,,4.8,285.71,,,,,,,,,-,-,-,$17.95
FMA Direct,S3501*,-,49.04,40.64,20.32,38.10,4.8,5.98,,,,,,,,,4.8,600.00,,,,,,,,,Coreless,-,-,$44.95
FMA Direct,S3501M*,-,51.88,40.64,20.32,38.10,4.8,5.98,,,,,,,,,4.8,600.00,,,,,,,,,Coreless,Dual Bearings,Metal,$47.95
FMA Direct,S350M*,-,55.28,40.64,20.32,38.10,4.8,3.60,,,,,,,,,4.8,285.71,,,,,,,,,-,-,-,$19.95
FMA Direct,S355*,-,47.91,40.64,20.32,43.18,4.8,8.21,,,,,,,,,4.8,193.55,,,,,,,,,-,-,-,$19.95
FMA Direct,S3551*,-,49.04,40.64,20.32,43.18,4.8,7.06,,,,,,,,,4.8,375.00,,,,,,,,,Coreless,Dual Bearings,-,$44.95
FMA Direct,S3551M*,-,51.88,40.64,20.32,43.18,4.8,7.06,,,,,,,,,4.8,375.00,,,,,,,,,Coreless,Dual Bearings,Metal,$47.95
FMA Direct,S355M*,-,56.70,40.64,20.32,43.18,4.8,8.21,,,,,,,,,4.8,193.55,,,,,,,,,-,-,-,$21.95
FMA Direct,S360*,-,47.91,40.64,20.32,43.18,4.8,5.83,,,,,,,,,4.8,315.79,,,,,,,,,-,Dual Bearings,-,$19.95
FMA Direct,S3601*,-,49.04,40.64,20.32,43.18,4.8,7.78,,,,,,,,,4.8,461.54,,,,,,,,,Coreless,Dual Bearings,-,$44.95
FMA Direct,S3601M*,-,51.88,40.64,20.32,43.18,4.8,7.78,,,,,,,,,4.8,461.54,,,,,,,,,Coreless,Dual Bearings,Metal,$47.95
FMA Direct,S360M*,-,56.70,40.64,20.32,43.18,4.8,5.83,,,,,,,,,4.8,315.79,,,,,,,,,-,Dual Bearings,Metal,$21.95
FMA Direct,S400*,-,113.40,54.36,26.42,51.31,4.8,13.00,,,,,,,,,4.8,300.00,,,,,,,,,-,Dual Bearings,-,$24.95
FMA Direct,S500*,-,153.09,62.99,32.26,56.39,4.8,21.46,,,,,,,,,4.8,272.73,,,,,,,,,-,Dual Bearings,-,$44.95
FMA Direct,S550*,-,153.09,62.99,32.26,56.39,4.8,21.46,,,,,,,,,4.8,40.00,,,,,,,,,-,-,-,$54.95
FMA Direct,S555*,-,153.09,62.99,32.26,56.39,4.8,21.46,,,,,,,,,4.8,80.00,,,,,,,,,-,-,-,-
FMA Direct,S600*,-,32.03,45.21,22.61,24.64,4.8,7.20,,,,,,,,,4.8,120.00,,,,,,,,,-,-,-,$24.95
FMA Direct,S70*,-,7.09,22.86,9.40,18.29,4.8,0.79,,,,,,,,,4.8,545.45,,,,,,,,,-,-,Plastic,$29.95
FMA Direct,S700*,-,34.02,44.70,22.61,28.70,4.8,2.20,,,,,,,,,4.8,666.67,,,,,,,,,-,-,-,$17.95
FMA Direct,S701*,-,41.96,44.70,22.61,28.70,4.8,3.10,,,,,,,,,4.8,260.87,,,,,,,,,-,-,-,$12.95
FMA Direct,S80*,-,9.07,21.59,10.92,19.81,4.8,0.80,,,,,,,,,4.8,545.45,,,,,,,,,-,Single Bearing,-,$21.95
FMA Direct,S90*,-,9.92,21.59,10.92,19.81,4.8,1.37,,,,,,,,,4.8,666.67,,,,,,,,,-,Single Bearing,-,$24.95
FMA Direct,S95*,-,13.04,26.92,12.70,22.35,4.8,1.58,,,,,,,,,4.8,500.00,,,,,,,,,-,Single Bearing,-,$21.95
Futaba,BLS-A600,-,28.07,27.18,12.95,30.48,6.6,6.00,7.4,6.70,,,,,,,6.6,600.00,7.4,666.67,,,,,,,Brushless,-,-,$169.99
Futaba,BLS-CM600,-,28.07,27.18,12.95,30.48,6.0,5.39,7.4,6.70,,,,,,,6.0,545.45,7.4,666.67,,,,,,,Brushless,-,Plastic,$159.99
Futaba,BLS-HC600,-,77.11,40.39,21.08,38.35,6.6,13.60,7.4,15.20,,,,,,,6.6,750.00,7.4,857.14,,,,,,,Brushless,-,-,$199.99
