sep=,
Make,Model,Modulation,Weight (g),L (mm),C (mm),A (mm),TensãoTorque1,Torque1 (kgf.cm),TensãoTorque2,Torque2 (kgf.cm),TensãoTorque3,Torque3 (kgf.cm),TensãoTorque4,Torque4 (kgf.cm),TensãoTorque5,Torque5 (kgf.cm),TensãoSpeed1,Speed1 (°/s),TensãoSpeed2,Speed2 (°/s),TensãoSpeed3,Speed3 (°/s),TensãoSpeed4,Speed4 (°/s),TensãoSpeed5,Speed5 (°/s),Motor Type,Rotation,Gear Material,Typical Price
Futaba,BLS151*,Digital,45.08,40.89,20.07,36.07,4.8,9.58,,,,,,,,,4.8,400.00,,,,,,,,,Brushless,-,-,$129.99
Futaba,BLS152*,Digital,72.86,40.39,21.08,38.35,6.0,31.01,,,,,,,,,6.0,428.57,,,,,,,,,Brushless,Dual Bearings,Metal,$179.99
Futaba,BLS153*,Digital,26.08,35.56,14.99,28.70,4.8,5.50,6.0,7.00,,,,,,,4.8,400.00,6.0,500.00,,,,,,,Brushless,Dual Bearings,Plastic,$119.99
Futaba,BLS154*,Digital,51.03,48.01,27.94,24.89,4.8,7.99,,,,,,,,,4.8,461.54,,,,,,,,,Brushless,-,-,-
Futaba,BLS155*,Digital,64.07,39.88,20.07,36.83,4.8,14.40,6.0,18.00,,,,,,,4.8,315.79,6.0,400.00,,,,,,,Brushless,Dual Bearings,Metal,$129.00
Futaba,BLS156HV*,Digital,66.05,40.13,20.07,36.83,6.0,18.00,7.4,21.00,,,,,,,6.0,400.00,7.4,500.00,,,,,,,Brushless,Dual Bearings,Metal,$115.00
Futaba,BLS157HV*,Digital,77.11,40.39,21.08,38.35,6.0,31.01,7.4,37.00,,,,,,,6.0,428.57,7.4,545.45,,,,,,,Brushless,Dual Bearings,Hybrid,$138.00
Futaba,BLS171HV*,Digital,47.06,40.13,20.07,34.80,7.4,11.81,,,,,,,,,7.4,600.00,,,,,,,,,Brushless,Dual Bearings,Hybrid,-
Futaba,BLS171SV*,Digital,47.91,40.13,20.07,35.05,6.0,9.58,7.4,11.81,6.6,10.59,,,,,6.0,461.54,7.4,600.00,6.6,545.45,,,,,Brushless,Dual Bearings,Metal,$149.99
Futaba,BLS172HV*,Digital,73.99,40.89,21.08,38.10,6.0,34.00,7.4,37.01,,,,,,,6.0,500.00,7.4,545.45,,,,,,,Brushless,Dual Bearings,Hybrid,$249.00
Futaba,BLS172SV*,Digital,73.99,40.89,21.08,38.10,6.0,31.04,7.4,37.01,6.6,33.99,,,,,6.0,428.57,7.4,545.45,6.6,500.00,,,,,Brushless,Dual Bearings,Hybrid,$199.99
Futaba,BLS173SV*,Digital,28.07,33.02,14.99,27.18,6.0,6.19,7.4,7.60,6.6,6.80,,,,,6.0,500.00,7.4,600.00,6.6,545.45,,,,,Brushless,Dual Bearings,Metal,$149.99
Futaba,BLS173SVi*,Digital,28.07,33.02,14.99,26.92,6.0,6.19,7.4,7.63,6.6,6.77,,,,,6.0,500.00,7.4,600.00,6.6,545.45,,,,,Brushless,Dual Bearings,Metal,$139.99
Futaba,BLS174HV*,Digital,47.06,47.50,26.92,25.40,7.4,9.58,,,,,,,,,7.4,666.67,,,,,,,,,Brushless,Dual Bearings,Plastic,-
Futaba,BLS174SV*,Digital,53.01,48.01,26.92,24.89,6.0,7.78,7.4,9.58,6.6,8.78,,,,,6.0,545.45,7.4,666.67,6.6,600.00,,,,,Brushless,Dual Bearings,Metal,$149.99
Futaba,BLS175HV*,Digital,66.05,40.13,20.07,37.08,7.4,21.03,,,,,,,,,7.4,500.00,,,,,,,,,Brushless,Dual Bearings,Metal,$139.00
Futaba,BLS175SV*,Digital,66.05,40.13,20.07,37.08,6.0,18.00,7.4,21.03,6.6,19.44,,,,,6.0,400.00,7.4,500.00,6.6,461.54,,,,,Brushless,Dual Bearings,Metal,$169.99
Futaba,BLS177SV*,Digital,79.10,40.89,21.08,38.10,6.0,31.04,7.4,37.01,6.6,33.99,,,,,6.0,428.57,7.4,545.45,6.6,500.00,,,,,Brushless,Dual Bearings,Hybrid,$239.99
Futaba,BLS251*,Digital,59.53,39.88,20.07,36.83,4.8,3.82,,,,,,,,,4.8,1000.00,,,,,,,,,Brushless,Dual Bearings,Metal,$149.99
Futaba,BLS251SB,Digital,60.10,39.88,20.07,36.83,4.8,3.80,,,,,,,,,4.8,1000.00,,,,,,,,,Brushless,Dual Bearings,Metal,$169.99
Futaba,BLS252*,Digital,58.12,39.88,20.07,37.08,4.8,10.01,6.0,12.60,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Brushless,Dual Bearings,Metal,$149.99
Futaba,BLS253*,Digital,58.12,39.88,20.07,37.08,4.8,8.42,6.0,10.59,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Brushless,Dual Bearings,Metal,$149.99
Futaba,BLS254*,Digital,51.03,39.88,20.07,36.83,4.8,3.82,,,,,,,,,4.8,1000.00,,,,,,,,,Brushless,Dual Bearings,-,$85.00
Futaba,BLS255HV*,Digital,60.10,40.13,20.07,36.83,6.0,10.60,7.4,12.00,,,,,,,6.0,600.00,7.4,750.00,,,,,,,Brushless,Dual Bearings,Plastic,-
Futaba,BLS256HV*,Digital,60.95,40.13,20.07,36.83,6.0,4.40,7.4,5.00,,,,,,,6.0,1000.00,7.4,1200.00,,,,,,,Brushless,Dual Bearings,Plastic,-
Futaba,BLS257*,Digital,26.08,36.07,14.99,27.94,4.8,2.59,,,,,,,,,4.8,857.14,,,,,,,,,Brushless,-,Plastic,$129.99
Futaba,BLS272HV*,Digital,60.10,40.13,20.07,37.08,7.4,12.03,,,,,,,,,7.4,750.00,,,,,,,,,Brushless,Dual Bearings,Metal,$95.00
Futaba,BLS272SV*,Digital,60.10,40.13,20.07,37.08,6.0,10.59,7.4,12.03,6.6,11.23,,,,,6.0,600.00,7.4,750.00,6.6,666.67,,,,,Brushless,Dual Bearings,Metal,$169.99
Futaba,BLS273SV*,Digital,72.01,40.89,21.08,38.10,6.0,12.39,7.4,15.19,6.6,13.61,,,,,6.0,666.67,7.4,857.14,6.6,750.00,,,,,Brushless,Dual Bearings,Plastic,$249.99
Futaba,BLS274SV*,Digital,53.01,40.13,20.07,37.08,6.0,4.03,7.4,5.04,6.6,4.39,,,,,6.0,1000.00,7.4,1200.00,6.6,1000.00,,,,,Brushless,Dual Bearings,Plastic,$154.99
Futaba,BLS275SV*,Digital,77.11,40.89,21.08,38.10,6.0,12.39,7.4,15.19,6.6,13.61,,,,,6.0,666.67,7.4,857.14,6.6,750.00,,,,,Brushless,Dual Bearings,Hybrid,$249.99
Futaba,BLS276SV*,Digital,60.10,39.88,20.07,36.83,6.0,4.03,7.4,5.00,6.6,4.40,,,,,6.0,1000.00,7.4,1200.00,6.6,1000.00,,,,,Brushless,Dual Bearings,Metal,$179.99
Futaba,BLS351*,Digital,62.94,39.88,20.07,37.08,4.8,12.46,6.0,15.63,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Brushless,Dual Bearings,Metal,$149.00
Futaba,BLS352*,Digital,62.94,39.88,20.07,37.08,4.8,14.40,6.0,18.00,,,,,,,4.8,315.79,6.0,400.00,,,,,,,Brushless,Dual Bearings,Hybrid,$159.00
Futaba,BLS371SV,Digital,62.94,39.88,20.07,36.83,4.8,12.67,6.0,15.81,7.4,19.00,6.6,17.21,,,4.8,375.00,6.0,461.54,7.4,600.00,6.6,500.00,,,Brushless,Dual Bearings,Metal,$159.99
Futaba,BLS373SV,-,83.91,40.39,20.83,39.88,6.0,31.01,7.4,37.00,,,,,,,6.0,428.57,7.4,545.45,,,,,,,-,-,-,$229.99
Futaba,BLS451*,Digital,58.12,39.88,20.07,37.08,4.8,8.50,6.0,10.59,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Brushless,Dual Bearings,Metal,$99.99
Futaba,BLS452,Digital,58.12,39.88,20.07,37.08,4.8,11.23,6.0,13.97,,,,,,,4.8,333.33,6.0,428.57,,,,,,,Brushless,-,Metal,$99.99
Futaba,BLS471SV,Digital,56.98,39.88,20.07,36.83,4.8,9.14,6.0,11.41,7.4,13.80,6.6,12.53,,,4.8,545.45,6.0,666.67,7.4,857.14,6.6,750.00,,,Brushless,Dual Bearings,Metal,$169.99
Futaba,BLS551*,Digital,43.94,40.89,20.07,24.89,4.8,7.34,6.0,9.22,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Brushless,Dual Bearings,Metal,$119.99
Futaba,BLS571SV*,Digital,41.11,40.39,20.07,25.40,4.8,7.49,6.0,9.40,7.4,11.00,6.6,10.23,,,4.8,461.54,6.0,600.00,7.4,750.00,6.6,666.67,,,Brushless,Dual Bearings,Metal,$159.99
Futaba,BLS651*,Digital,26.08,36.07,14.99,27.94,4.8,5.47,6.0,6.98,,,,,,,4.8,400.00,6.0,500.00,,,,,,,Brushless,-,-,-
Futaba,BLS671SV*,Digital,28.07,33.02,14.99,26.92,6.0,6.70,7.4,8.35,6.6,3.89,,,,,6.0,300.00,7.4,600.00,6.6,545.45,,,,,Brushless,Dual Bearings,Metal,$159.99
Futaba,BLS671SVi*,Digital,28.07,33.02,14.99,26.92,6.0,6.70,7.4,8.35,6.6,7.42,,,,,6.0,500.00,7.4,600.00,6.6,545.45,,,,,Brushless,Dual Bearings,Metal,$169.99
Futaba,HPS-A700*,-,81.93,40.39,21.08,39.37,6.6,68.00,,,,,,,,,6.6,461.54,7.4,500.00,,,,,,,Brushless,-,-,-
Futaba,HPS-A701*,-,47.91,40.39,21.08,26.92,6.6,14.50,7.4,16.00,,,,,,,6.6,857.14,7.4,1000.00,,,,,,,Brushless,-,Hybrid,-
Futaba,HPS-A702*,-,81.93,40.39,21.08,39.37,6.6,68.00,,,,,,,,,6.6,461.54,7.4,500.00,,,,,,,Brushless,-,Hybrid,-
Futaba,HPS-A703,-,81.93,40.39,21.08,39.37,6.6,61.01,7.4,66.00,,,,,,,6.6,461.54,7.4,500.00,,,,,,,Brushless,-,Hybrid,$279.99
Futaba,HPS-A704,-,47.91,40.39,21.08,26.92,6.6,12.50,7.4,14.00,,,,,,,6.6,857.14,7.4,1000.00,,,,,,,Brushless,-,Hybrid,$229.99
Futaba,HPS-AA702,-,79.95,40.39,21.08,39.37,6.6,37.00,7.4,41.00,,,,,,,6.6,750.00,7.4,750.00,,,,,,,Brushless,-,Hybrid,$279.99
Futaba,HPS-CB500,-,56.98,40.39,21.08,34.80,7.4,25.50,,,,,,,,,7.4,1000.00,,,,,,,,,Brushless,-,Metal,$199.99
Futaba,HPS-CB701,-,75.13,40.39,21.08,37.85,6.0,42.00,7.4,49.00,,,,,,,6.0,666.67,7.4,750.00,,,,,,,Brushless,-,-,$259.99
Futaba,HPS-CD700,-,53.01,40.39,21.08,26.16,6.0,14.00,7.4,17.00,,,,,,,6.0,1000.00,7.4,1200.00,,,,,,,-,-,Metal,$269.99
Futaba,HPS-CT501,-,43.94,40.39,21.08,26.92,7.4,21.00,,,,,,,,,7.4,1000.00,,,,,,,,,Brushless,-,-,$219.99
Futaba,HPS-CT701,-,53.86,40.39,21.08,26.16,6.0,23.00,7.4,30.00,,,,,,,6.0,750.00,7.4,857.14,,,,,,,Brushless,-,-,$269.99
Futaba,HPS-CT702,-,53.01,40.39,21.08,26.16,6.0,23.00,7.4,30.00,,,,,,,6.0,750.00,7.4,857.14,,,,,,,Brushless,-,-,$269.99
Futaba,HPS-H700,-,75.98,40.39,21.08,37.85,6.6,41.00,7.4,36.80,,,,,,,6.6,750.00,7.4,6000.00,,,,,,,Brushless,-,-,$199.99
Futaba,HPS-HC700,-,72.86,40.39,21.08,37.85,6.6,18.00,7.4,20.00,,,,,,,6.6,750.00,7.4,750.00,,,,,,,Brushless,-,-,$199.99
Futaba,HPS-HC701,-,53.86,40.39,21.08,26.16,6.6,24.00,7.4,27.00,,,,,,,6.6,750.00,7.4,857.14,,,,,,,Brushless,-,-,$269.99
Futaba,HPS-HT700,-,53.86,40.39,21.08,26.16,6.6,8.60,7.4,9.60,,,,,,,6.6,1200.00,7.4,1200.00,,,,,,,Brushless,-,-,$269.99
Futaba,PS-10,Digital,9.07,21.59,11.43,26.42,4.8,1.20,,,,,,,,,4.8,600.00,,,,,,,,,-,-,-,$24.99
Futaba,PS-14,Digital,9.92,23.11,11.94,27.18,6.0,2.00,,,,,,,,,4.8,600.00,,,,,,,,,-,-,-,$29.99
Airtronics/ Sanwa,94858*,Digital,58.12,38.10,20.07,37.85,4.8,11.02,6.0,13.18,,,,,,,4.8,400.00,6.0,500.00,,,,,,,-,Dual Bearings,Metal,$107.38
Airtronics/ Sanwa,94910*,Digital,62.94,40.39,21.08,38.10,6.0,16.20,7.4,20.52,,,,,,,6.0,500.00,7.4,600.00,,,,,,,-,Dual Bearings,Metal,$169.99
Airtronics/ Sanwa,94911*,Digital,62.94,40.39,21.08,38.10,6.0,17.28,7.4,24.19,,,,,,,6.0,400.00,7.4,500.00,,,,,,,-,Dual Bearings,Metal,$169.99
Airtronics/ Sanwa,94921Z*,-,47.91,44.20,22.10,23.37,4.8,4.03,6.0,5.04,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,-,-,$82.95
Airtronics/ Sanwa,94924Z*,-,45.36,44.20,22.10,23.37,4.8,5.54,6.0,6.91,,,,,,,4.8,125.00,6.0,157.89,,,,,,,5-pole,-,-,$74.95
Airtronics/ Sanwa,94930*,Digital,60.95,40.39,21.08,38.10,4.8,6.34,6.0,7.99,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Brushless,Dual Bearings,Metal,$199.99
Airtronics/ Sanwa,94931*,Digital,62.94,40.39,21.08,38.10,4.8,10.23,6.0,13.03,,,,,,,4.8,400.00,6.0,500.00,,,,,,,Brushless,Dual Bearings,Metal,$199.99
Airtronics/ Sanwa,94950*,Digital,60.95,40.39,21.08,38.10,4.8,7.20,6.0,9.00,,,,,,,4.8,461.54,6.0,600.00,,,,,,,Coreless,Dual Bearings,Metal,$179.99
Airtronics/ Sanwa,94951*,Digital,62.94,40.39,21.08,38.10,4.8,12.60,6.0,14.76,,,,,,,4.8,428.57,6.0,500.00,,,,,,,Coreless,Dual Bearings,Metal,$179.99
Airtronics/ Sanwa,97738Z*,Analog,55.00,39.12,20.07,35.05,4.8,5.04,6.0,6.34,,,,,,,4.8,300.00,6.0,375.00,,,,,,,-,Dual Bearings,Hybrid,-
Align,18G*,Analog,18.99,29.97,11.43,30.99,4.8,2.00,,,,,,,,,4.8,375.00,,,,,,,,,-,-,-,$11.99
Align,36G*,-,36.00,36.07,20.07,36.07,4.8,2.50,,,,,,,,,4.8,400.00,,,,,,,,,-,-,-,$10.48
Align,6G*,-,5.95,20.57,10.92,22.10,4.8,0.65,,,,,,,,,4.8,461.54,,,,,,,,,-,-,-,$11.10
Align,6X*,-,5.95,21.08,11.94,20.07,4.8,0.70,,,,,,,,,4.8,600.00,,,,,,,,,-,-,-,$11.10
Align,9G*,-,9.07,22.10,10.41,36.07,4.8,1.00,,,,,,,,,4.8,461.54,,,,,,,,,-,-,-,$11.10
Align,9XP*,Analog,9.07,23.88,12.45,23.88,4.8,1.30,,,,,,,,,4.8,545.45,,,,,,,,,-,-,-,$11.99
Align,DS150,Digital,4.25,19.81,8.38,23.37,5.0,2.03,,,,,,,,,5.0,1000.00,,,,,,,,,-,-,Plastic,$17.99
Align,DS155,Digital,4.25,19.81,8.38,23.37,5.0,2.03,,,,,,,,,5.0,1000.00,,,,,,,,,-,-,Plastic,$17.99
Align,DS410*,Digital,12.76,23.62,12.45,26.42,4.8,1.80,6.0,2.20,,,,,,,4.8,461.54,6.0,666.67,,,,,,,-,Single Bearing,Plastic,$27.99
Align,DS410M*,Digital,13.32,23.62,12.45,26.42,4.8,1.80,6.0,2.20,,,,,,,4.8,461.54,6.0,666.67,,,,,,,-,Single Bearing,Metal,$34.99
Align,DS420*,Digital,12.76,23.62,12.45,26.42,4.8,0.75,6.0,1.00,,,,,,,4.8,750.00,6.0,1000.00,,,,,,,Coreless,Single Bearing,Metal,$27.99
Align,DS450,Digital,17.58,23.11,11.94,31.24,6.0,7.62,8.4,10.16,,,,,,,6.0,1000.00,8.4,1200.00,,,,,,,-,-,Metal,$33.99
Align,DS450M,Digital,20.13,23.11,11.94,31.24,6.0,7.62,8.4,10.16,,,,,,,6.0,1000.00,8.4,1200.00,,,,,,,-,-,Metal,$43.99
Align,DS455,Digital,17.29,23.11,11.94,31.24,6.0,5.59,8.4,7.37,,,,,,,6.0,1200.00,8.4,1500.00,,,,,,,-,-,Metal,$33.99
Align,DS455M,Digital,20.13,23.11,11.94,31.24,6.0,5.59,8.4,7.37,,,,,,,6.0,1200.00,8.4,1500.00,,,,,,,-,-,Metal,$43.99
Futaba,RS204MD,-,11.91,27.94,16.00,23.88,4.8,2.10,,,,,,,,,4.8,315.79,,,,,,,,,-,-,-,$52.00
Futaba,RS301CR-F1*,Digital,28.07,35.81,19.56,24.89,7.4,7.10,,,,,,,,,7.4,545.45,,,,,,,,,Coreless,Dual Bearings,Metal,$104.99
Futaba,RS301CR-F2*,Digital,28.07,35.81,19.56,24.89,7.4,7.10,,,,,,,,,7.4,545.45,,,,,,,,,-,-,Metal,$104.99
Futaba,RS302CD-F1*,Digital,20.98,36.83,19.56,24.89,7.4,5.00,,,,,,,,,7.4,375.00,,,,,,,,,-,-,Metal,$69.99
Futaba,RS302CD-F2*,Digital,20.98,36.83,19.56,24.89,7.4,5.00,,,,,,,,,7.4,375.00,,,,,,,,,-,-,Metal,$69.99
Futaba,RS303MR,-,28.07,35.81,19.81,24.89,7.4,16.51,,,,,,,,,7.4,545.45,,,,,,,,,-,-,-,$52.00
Futaba,RS403PR*,Digital,62.94,39.88,20.07,37.59,6.0,14.11,,,,,,,,,6.0,461.54,,,,,,,,,Coreless,Dual Bearings,Metal,-
Futaba,RS404PD*,Digital,47.63,39.88,20.07,39.12,6.0,8.93,,,,,,,,,6.0,300.00,,,,,,,,,3-pole,-,Metal,-
Futaba,S-A300,Digital,47.06,39.88,20.07,38.10,6.0,10.00,7.4,11.00,,,,,,,6.0,315.79,7.4,352.94,,,,,,,Coreless,-,Metal,$69.99
Futaba,S-A301,Digital,47.06,39.88,20.07,38.10,6.0,8.50,7.4,9.00,,,,,,,6.0,428.57,7.4,461.54,,,,,,,Coreless,-,Metal,$69.99
Futaba,S-A400,Digital,45.93,40.39,20.07,25.40,6.0,7.20,7.4,8.00,,,,,,,6.0,666.67,7.4,750.00,,,,,,,-,-,Metal,$129.99
Futaba,S-A501,Digital,62.37,40.64,20.32,35.56,6.0,13.80,7.4,16.81,,,,,,,6.0,461.54,7.4,545.45,,,,,,,Coreless,-,Metal,$139.99
Futaba,S-AG300,-,10.77,23.62,8.13,19.81,4.8,1.50,6.0,2.50,,,,,,,4.8,461.54,7.4,857.14,,,,,,,Coreless,-,Hybrid,$79.99
Futaba,S-C400,Digital,43.09,49.28,19.81,25.40,6.0,6.60,7.4,8.00,,,,,,,6.0,600.00,7.4,750.00,,,,,,,-,-,-,$119.99
Futaba,S-HC500,-,53.86,39.88,20.07,36.58,6.6,12.49,7.4,13.80,,,,,,,6.6,600.00,7.4,666.67,,,,,,,Coreless,-,-,$119.99
Futaba,S-HC500,Digital,53.86,39.88,20.07,36.58,6.6,12.49,7.4,13.80,,,,,,,6.6,600.00,7.4,666.67,,,,,,,Coreless,-,-,$119.99
Futaba,S-U300,Digital,35.72,40.64,20.32,35.56,4.8,3.20,6.0,4.10,,,,,,,4.8,260.87,6.0,315.79,,,,,,,3-pole,-,Plastic,$12.99
Futaba,S-U301,Digital,36.00,40.39,20.07,36.07,6.6,3.50,7.4,3.90,,,,,,,6.6,333.33,7.4,375.00,,,,,,,3-pole,-,Plastic,$24.99
Futaba,S-U305,Digital,46.49,39.88,20.07,38.10,4.8,7.10,6.0,8.90,,,,,,,4.8,260.87,6.0,333.33,,,,,,,3-pole,-,Metal,$39.99
Futaba,S-U306,Digital,46.49,39.88,20.07,38.10,4.8,7.10,6.0,8.90,,,,,,,4.8,260.87,6.0,333.33,,,,,,,-,-,Metal,$44.99
Futaba,S-U400,Digital,39.12,40.39,20.07,38.10,6.6,7.10,7.4,7.90,,,,,,,6.6,428.57,7.4,461.54,,,,,,,3-pole,-,Plastic,$29.99
Futaba,S110M*,Analog,6.24,22.86,10.16,20.32,4.8,1.58,,,,,,,,,4.8,600.00,,,,,,,,,-,-,-,-
Futaba,S125*,Analog,65.20,39.62,22.35,42.93,4.8,9.31,,,,,,,,,6.0,96.77,,,,,,,,,-,Single Bearing,Plastic,-
Futaba,S136G*,Analog,41.96,45.97,23.11,24.89,4.8,4.33,6.0,5.49,,,,,,,4.8,100.00,6.0,120.00,,,,,,,3-pole,Dual Bearings,Plastic,$49.99
Futaba,S148,Analog,45.36,40.64,20.32,35.56,4.8,2.40,6.0,3.00,,,,,,,4.8,214.29,6.0,272.73,,,,,,,3-pole,Bushing,Plastic,$15.99
Futaba,S3001*,Analog,45.08,40.64,20.32,35.56,4.8,2.40,6.0,3.00,,,,,,,4.8,214.29,6.0,272.73,,,,,,,3-pole,Single Bearing,Plastic,$24.99
Futaba,S3002*,Analog,34.87,30.99,16.00,29.97,4.8,2.66,6.0,3.31,,,,,,,4.8,240.00,6.0,300.00,,,,,,,3-pole,Dual Bearings,Metal,$64.99
Futaba,S3003*,Analog,37.14,39.88,20.07,36.07,4.8,3.17,6.0,4.10,,,,,,,4.8,260.87,6.0,315.79,,,,,,,-,Bushing,Plastic,$11.99
Futaba,S3004*,Analog,37.14,39.88,20.07,36.07,4.8,3.17,6.0,4.10,,,,,,,4.8,260.87,6.0,315.79,,,,,,,3-pole,Single Bearing,Plastic,$12.99
Futaba,S3010*,Analog,41.11,39.88,20.07,38.10,4.8,5.18,6.0,6.48,,,,,,,4.8,300.00,6.0,375.00,,,,,,,3-pole,Single Bearing,Plastic,$24.99
Futaba,S3014*,-,41.11,39.88,20.07,38.10,6.0,6.48,,,,,,,,,6.0,375.00,,,,,,,,,-,-,-,-
Futaba,S3016*,Analog,34.02,30.99,16.00,30.73,4.8,3.38,6.0,4.20,,,,,,,4.8,240.00,6.0,300.00,,,,,,,3-pole,Dual Bearings,Metal,$75.99
Futaba,S3050*,Digital,49.04,39.88,20.07,38.10,4.8,5.18,6.0,6.48,,,,,,,4.8,300.00,6.0,375.00,,,,,,,3-pole,Dual Bearings,Metal,$51.00
Futaba,S3051*,Digital,49.04,39.88,20.07,38.10,6.0,9.51,,,,,,,,,6.0,285.71,,,,,,,,,-,-,-,-
Futaba,S3051HV*,Digital,49.04,40.13,20.07,38.10,6.0,9.51,7.4,10.50,,,,,,,6.0,285.71,7.4,352.94,,,,,,,Coreless,Dual Bearings,Metal,$40.00
Futaba,S3070HV*,Digital,49.04,40.13,20.07,38.10,6.0,5.18,7.4,6.48,6.6,5.83,,,,,6.0,315.79,7.4,400.00,6.6,352.94,,,,,3-pole,Dual Bearings,Metal,$59.99
Futaba,S3071HV*,Digital,49.04,40.13,20.07,38.10,6.0,9.51,7.4,10.51,6.6,10.01,,,,,6.0,285.71,7.4,352.94,6.6,315.79,,,,,3-pole,Dual Bearings,Metal,$54.99
Futaba,S3072HV*,Digital,41.96,39.88,20.07,38.10,6.0,5.18,7.4,6.48,6.6,5.83,,,,,6.0,315.79,7.4,400.00,6.6,352.94,,,,,3-pole,Single Bearing,Plastic,$39.99
Futaba,S3073HV*,Digital,41.11,40.89,20.07,36.07,6.0,3.10,7.4,3.89,6.6,3.53,,,,,6.0,300.00,7.4,375.00,6.6,333.33,,,,,3-pole,Single Bearing,Plastic,$34.99
Futaba,S3101*,Analog,17.01,26.67,12.70,28.45,4.8,2.52,6.0,3.10,,,,,,,4.8,333.33,6.0,428.57,,,,,,,5-pole,Bushing,-,$29.99
Futaba,S3102*,Analog,20.98,27.94,12.95,29.72,4.8,3.70,,,,,,,,,4.8,240.00,,,,,,,,,3-pole,Bushing,Metal,$36.99
Futaba,S3103*,-,9.64,21.84,10.92,19.81,4.8,1.25,6.0,1.53,,,,,,,4.8,545.45,6.0,666.67,,,,,,,3-pole,-,Metal,$31.99
Futaba,S3104*,Analog,94.97,58.93,28.96,50.04,4.8,9.22,,,,,,,,,4.8,285.71,,,,,,,,,3-pole,Bushing,Plastic,$34.99
Futaba,S3106*,-,9.64,21.59,10.92,19.81,4.8,1.25,6.0,1.53,,,,,,,4.8,545.45,6.0,666.67,,,,,,,3-pole,-,Plastic,$22.99
Futaba,S3107,Analog,9.07,21.84,10.92,19.81,4.8,1.10,,,,,,,,,4.8,500.00,,,,,,,,,3-pole,-,Plastic,$27.99
Futaba,S3108*,-,7.65,20.57,11.43,22.10,4.8,1.22,,,,,,,,,4.8,500.00,,,,,,,,,-,-,Plastic,-
Futaba,S3108M*,-,7.37,22.86,10.16,20.32,4.8,1.22,,,,,,,,,4.8,500.00,,,,,,,,,3-pole,-,-,-
Futaba,S3109*,-,,,,,,,,,,,,,,,4.8,428.57,,,,,,,,,-,-,-,-
Futaba,S3109M*,-,6.52,22.86,10.16,20.32,4.8,0.50,,,,,,,,,4.8,428.57,,,,,,,,,-,-,-,-
Futaba,S3110*,Analog,7.37,21.84,10.92,19.81,4.8,1.58,,,,,,,,,4.8,600.00,,,,,,,,,-,-,-,$12.99
Futaba,S3111*,Analog,6.24,22.10,10.92,20.07,4.8,0.60,,,,,,,,,4.8,500.00,,,,,,,,,-,-,Plastic,$22.99
Futaba,S3111M*,Analog,6.24,22.10,10.92,20.07,4.8,0.60,,,,,,,,,4.8,500.00,,,,,,,,,-,-,Plastic,-
Futaba,S3113*,Analog,9.64,21.84,10.92,20.32,4.8,1.20,6.0,1.50,,,,,,,4.8,545.45,6.0,600.00,,,,,,,-,-,Plastic,$22.99
Futaba,S3114*,Analog,7.65,21.84,10.92,19.81,4.8,1.50,6.0,1.69,,,,,,,4.8,600.00,6.0,666.67,,,,,,,3-pole,Bushing,Plastic,$29.99
Futaba,S3114M,Analog,7.37,21.84,10.92,19.81,4.8,1.50,6.0,1.69,,,,,,,4.8,600.00,6.0,666.67,,,,,,,3-pole,Bushing,Plastic,$24.99
Futaba,S3115*,Analog,17.01,27.94,12.95,29.97,4.8,2.81,,,,,,,,,4.8,400.00,,,,,,,,,-,-,Plastic,$16.99
Futaba,S3117*,Analog,8.50,22.10,10.92,23.11,4.8,1.51,6.0,1.73,,,,,,,4.8,600.00,6.0,666.67,,,,,,,-,Bushing,Plastic,$16.99
Futaba,S3150,Digital,22.96,29.97,10.92,28.96,4.8,3.70,,,,,,,,,4.8,250.00,,,,,,,,,Coreless,Dual Bearings,Metal,$59.99
Futaba,S3151*,Digital,41.96,40.89,20.07,36.07,4.8,3.10,6.0,3.89,,,,,,,4.8,285.71,6.0,352.94,,,,,,,3-pole,Single Bearing,Plastic,$29.99
Futaba,S3152*,Digital,41.11,39.88,20.07,38.10,4.8,5.04,6.0,6.26,,,,,,,4.8,272.73,6.0,333.33,,,,,,,Coreless,Single Bearing,Plastic,$21.99
Futaba,S3153*,Digital,9.64,22.10,10.92,20.07,4.8,1.37,6.0,1.73,,,,,,,4.8,545.45,6.0,666.67,,,,,,,3-pole,Dual Bearings,Plastic,$37.49
Futaba,S3153MG*,Digital,9.64,22.10,10.92,20.07,4.8,1.37,6.0,1.73,,,,,,,4.8,461.54,6.0,545.45,,,,,,,3-pole,Single Bearing,Metal,-
Futaba,S3154,Digital,7.65,21.84,10.92,19.81,4.8,1.50,6.0,1.69,,,,,,,4.8,600.00,6.0,666.67,,,,,,,3-pole,-,Plastic,$40.99
Futaba,S3155,Digital,20.13,30.48,10.92,29.46,4.8,2.00,,,,,,,,,4.8,375.00,6.0,461.54,,,,,,,Coreless,Dual Bearings,Metal,$44.99
